DateOfIssuance,PointofOrigin,CountryCodeOfIssue,CouponNumber] ,CurrentCouponStatus,BookingClass,SoldBookingClass,SoldOperatingCabinClass,TripOD,OnlineOD,Sector,DepartureDate,DaysBeforeMonthEnd,OperatingCarrierCode,OperatingFlightNumber,DepartureDateTime,ArrivalDateTime,OperatingCabinClass,TripOD_DepartureDate,TripOD_Path,TripOD_Coupons,TripOD_FlightSequence,TripOD_CouponStatus,TripOD_OperatingCabinClass,TripOD_BookingClass,OnlineOD_DepartureDate,OnlineOD_Path,OnlineOD_Coupons,OnlineOD_FlightSequence,OnlineOD_CouponStatus,OnlineOD_OperatingCabinClass,OnlineOD_BookingClass,is_nonstop,PaxCount,NetRevenue,NetFare,Group/Individual,Age,Gender,Unique Identifier,Channel
5/9/26,PH,PH,17650,Unticketed,H,H,Economy,MNLCTS,MNLHND,MNLHND,10/2/26,25,PR,PR422,10/2/26 18:00:00,20:15:00,Economy/H,10/2/26 18:00:00,MNLHNDCTS,17650,PR422-NH51,Unticketed,Economy/H,H,10/2/26 18:00:00,MNLHND,17650,PR422,Unticketed,Economy/H,H,1,1,377$,338$,Individual,40,Male,440,GDS
7/18/26,PH,PH,17763,Ticketed,W,W,Premium Economy,MNLCTS,MNLHND,MNLHND,9/21/26,15,PR,PR422,9/21/26 04:00:00,08:00:00,Premium Economy/W,9/21/26 04:00:00,MNLHNDCTS,17763,PR422-NH51,Ticketed,Premium Economy/W,W,9/21/26 04:00:00,MNLHND,17763,PR422,Ticketed,Premium Economy/W,W,1,1,863$,790$,Individual,36,Male,441,OTA
8/3/24,PH,PH,17113,Flown,E,E,Economy,CEBICN,CEBICN,CEBICN,1/27/25,23,PR,PR484,1/27/25 18:15:00,23:00:00,Economy/E,1/27/25 18:15:00,CEBICN,17113,PR484,Flown,Economy/E,E,1/27/25 18:15:00,CEBICN,17113,PR484,Flown,Economy/E,E,1,1,395$,371$,Individual,29,Female,442,Website
12/3/24,US,US,16987,Flown,J,J,Business,DFWMNL,LAXMNL,LAXMNL,3/12/25,17,PR,PR103,3/12/25 05:00:00,16:15:00,Business/J,3/12/25 05:00:00,DFWLAXMNL,16987,PR103-AA2340,Flown,Business/J,J,3/12/25 05:00:00,LAXMNL,16987,PR103,Flown,Business/J,J,1,1,5525$,4865$,Individual,19,Male,443,Ticket Office
4/12/25,PH,PH,17229,Flown,Q,Q,Economy,MNLTPE,MNLTPE,MNLTPE,8/24/25,27,PR,PR890,8/24/25 18:15:00,23:00:00,Economy/Q,8/24/25 18:15:00,MNLTPE,17229,PR890,Flown,Economy/Q,Q,8/24/25 18:15:00,MNLTPE,17229,PR890,Flown,Economy/Q,Q,1,1,448$,416$,Individual,37,Male,444,OTA
9/25/26,PH,PH,18027,Ticketed,U,U,Economy,MNLPHX,MNLLAX,MNLLAX,10/26/26,27,PR,PR102,10/26/26 08:30:00,10/27/26 00:15:00,Economy/U,10/26/26 08:30:00,MNLLAXPHX,18027,PR102-AA1504,Ticketed,Economy/U,U,10/26/26 08:30:00,MNLLAX,18027,PR102,Ticketed,Economy/U,U,1,1,1201$,1053$,Individual,37,Female,445,Website
2/7/27,PH,PH,17869,Ticketed,J,J,Business,MNLTPE,MNLTPE,MNLTPE,7/28/27,3,PR,PR890,7/28/27 15:45:00,19:45:00,Business/J,7/28/27 15:45:00,MNLTPE,17869,PR890,Ticketed,Business/J,J,7/28/27 15:45:00,MNLTPE,17869,PR890,Ticketed,Business/J,J,1,1,1265$,1095$,Group,29,Female,446,Mobile App
3/7/27,PH,PH,17824,Ticketed,T,T,Economy,DVODFW,DVOLAX,DVOMNL,5/21/27,20,2P,2P2814,5/21/27 18:45:00,5/22/27 11:30:00,Economy/T,5/21/27 18:45:00,DVOMNLLAXDFW,17824,2P2814-PR102-AA2341,Ticketed,Economy/T,T,5/21/27 18:45:00,DVOMNLLAX,17824,2P2814-PR102,Ticketed,Economy/T,T,0,1,1234$,1142$,Individual,24,Female,447,Website
12/18/25,PH,PH,16680,Flown,D,D,Business,MNLMIA,MNLLAX,MNLLAX,1/15/26,9,PR,PR112,1/15/26 13:15:00,1/16/26 03:15:00,Business/D,1/15/26 13:15:00,MNLLAXMIA,16680,PR112-AA1082,Flown,Business/D,D,1/15/26 13:15:00,MNLLAX,16680,PR112,Flown,Business/D,D,1,1,4987$,4641$,Group,24,Female,448,Website
5/26/25,PH,PH,16582,Flown,M,M,Economy,MNLPHX,MNLLAX,MNLLAX,6/5/25,4,PR,PR102,6/5/25 05:30:00,17:15:00,Economy/M,6/5/25 05:30:00,MNLLAXPHX,16582,PR102-AA1504,Flown,Economy/M,M,6/5/25 05:30:00,MNLLAX,16582,PR102,Flown,Economy/M,M,1,1,1386$,1188$,Group,37,Female,449,Website
10/22/27,PH,PH,17853,Ticketed,O,O,Economy,MNLPEN,MNLKUL,MNLKUL,11/9/27,30,PR,PR525,11/9/27 13:15:00,16:15:00,Economy/O,11/9/27 13:15:00,MNLKULPEN,17853,PR525-MH1140,Ticketed,Economy/O,O,11/9/27 13:15:00,MNLKUL,17853,PR525,Ticketed,Economy/O,O,1,1,299$,278$,Individual,28,Female,450,Ticket Office
4/16/26,PH,PH,17811,Ticketed,C,C,Business,MNLSYD,MNLSYD,MNLSYD,8/2/26,28,PR,PR211,8/2/26 10:45:00,16:00:00,Business/C,8/2/26 10:45:00,MNLSYD,17811,PR211,Ticketed,Business/C,C,8/2/26 10:45:00,MNLSYD,17811,PR211,Ticketed,Business/C,C,1,1,2161$,1869$,Individual,30,Male,451,Website
6/13/26,PH,PH,17563,Ticketed,V,V,Economy,MNLBOS,MNLLAX,MNLLAX,12/8/26,23,PR,PR102,12/8/26 13:30:00,12/9/26 04:45:00,Economy/V,12/8/26 13:30:00,MNLLAXBOS,17563,PR102-B6888,Ticketed,Economy/V,V,12/8/26 13:30:00,MNLLAX,17563,PR102,Ticketed,Economy/V,V,1,1,850$,751$,Individual,37,Male,452,Website
1/7/27,JP,PH,17886,Ticketed,X,X,Economy,NRTMNL,NRTMNL,NRTMNL,5/27/27,19,PR,PR427,5/27/27 05:00:00,08:45:00,Economy/X,5/27/27 05:00:00,NRTMNL,17886,PR427,Ticketed,Economy/X,X,5/27/27 05:00:00,NRTMNL,17886,PR427,Ticketed,Economy/X,X,1,1,539$,474$,Individual,43,Female,453,OTA
9/22/26,PH,PH,17949,Unticketed,K,K,Economy,MNLDFW,MNLLAX,MNLLAX,10/7/26,26,PR,PR102,10/7/26 18:15:00,10/8/26 06:45:00,Economy/K,10/7/26 18:15:00,MNLLAXDFW,17949,PR102-AA2341,Unticketed,Economy/K,K,10/7/26 18:15:00,MNLLAX,17949,PR102,Unticketed,Economy/K,K,1,1,951$,837$,Individual,57,Male,454,OTA
6/29/26,PH,PH,18102,Ticketed,Q,Q,Economy,MNLDOH,MNLDOH,MNLDOH,8/11/26,15,PR,PR684,8/11/26 01:15:00,08:45:00,Economy/Q,8/11/26 01:15:00,MNLDOH,18102,PR684,Ticketed,Economy/Q,Q,8/11/26 01:15:00,MNLDOH,18102,PR684,Ticketed,Economy/Q,Q,1,1,729$,671$,Individual,27,Female,455,Website
2/3/27,PH,PH,18021,Ticketed,J,J,Business,MNLNRT,MNLNRT,MNLNRT,7/24/27,21,PR,PR428,7/24/27 18:45:00,21:45:00,Business/J,7/24/27 18:45:00,MNLNRT,18021,PR428,Ticketed,Business/J,J,7/24/27 18:45:00,MNLNRT,18021,PR428,Ticketed,Business/J,J,1,1,1062$,915$,Individual,15,Female,456,Website
6/30/26,US,US,17415,Ticketed,L,L,Economy,BOSMNL,LAXMNL,LAXMNL,11/20/26,29,PR,PR103,11/20/26 10:45:00,23:15:00,Economy/L,11/20/26 10:45:00,BOSLAXMNL,17415,PR103-B6887,Ticketed,Economy/L,L,11/20/26 10:45:00,LAXMNL,17415,PR103,Ticketed,Economy/L,L,1,1,1580$,1348$,Individual,22,Female,457,OTA
8/15/26,PH,PH,17773,Ticketed,Q,Q,Economy,MNLLAS,MNLLAX,MNLLAX,12/6/26,5,PR,PR102,12/6/26 15:45:00,12/7/26 02:45:00,Economy/Q,12/6/26 15:45:00,MNLLAXLAS,17773,PR102-AA412,Ticketed,Economy/Q,Q,12/6/26 15:45:00,MNLLAX,17773,PR102,Ticketed,Economy/Q,Q,1,1,1275$,1179$,Individual,21,Male,458,Website
11/17/24,PH,PH,16541,Flown,B,B,Economy,MNLDFW,MNLLAX,MNLLAX,3/5/25,16,PR,PR102,3/5/25 15:00:00,3/6/25 06:45:00,Economy/B,3/5/25 15:00:00,MNLLAXDFW,16541,PR102-AA2341,Flown,Economy/B,B,3/5/25 15:00:00,MNLLAX,16541,PR102,Flown,Economy/B,B,1,1,768$,656$,Individual,18,Female,459,Website
3/10/27,PH,PH,18107,Ticketed,T,T,Economy,MNLHND,MNLHND,MNLHND,8/4/27,24,PR,PR422,8/4/27 08:00:00,10:00:00,Economy/T,8/4/27 08:00:00,MNLHND,18107,PR422,Ticketed,Economy/T,T,8/4/27 08:00:00,MNLHND,18107,PR422,Ticketed,Economy/T,T,1,1,212$,186$,Group,47,Female,460,Website
9/13/25,PH,PH,17225,Flown,X,X,Economy,MNLYOW,MNLYZJ,MNLYZJ,3/6/26,8,PR,PR118,3/6/26 13:15:00,3/7/26 00:45:00,Economy/X,3/6/26 13:15:00,MNLYZJYOW,17225,PR118-WS362,Flown,Economy/X,X,3/6/26 13:15:00,MNLYZJ,17225,PR118,Flown,Economy/X,X,1,1,804$,750$,Group,30,Female,461,Mobile App
9/18/26,PH,PH,17936,Ticketed,L,L,Economy,MNLHKG,MNLHKG,MNLHKG,9/27/26,26,PR,PR300,9/27/26 15:45:00,18:45:00,Economy/L,9/27/26 15:45:00,MNLHKG,17936,PR300,Ticketed,Economy/L,L,9/27/26 15:45:00,MNLHKG,17936,PR300,Ticketed,Economy/L,L,1,1,461$,393$,Individual,35,Male,462,Call Center
12/21/24,US,US,16813,Flown,C,C,Business,LAXMNL,LAXMNL,LAXMNL,5/16/25,25,PR,PR103,5/16/25 15:30:00,5/17/25 06:45:00,Business/C,5/16/25 15:30:00,LAXMNL,16813,PR103,Flown,Business/C,C,5/16/25 15:30:00,LAXMNL,16813,PR103,Flown,Business/C,C,1,1,5550$,4729$,Individual,26,Male,463,OTA
3/10/27,US,US,17952,Ticketed,C,C,Business,JFKMNL,JFKMNL,JFKMNL,4/28/27,2,PR,PR127,4/28/27 04:15:00,19:45:00,Business/C,4/28/27 04:15:00,JFKMNL,17952,PR127,Ticketed,Business/C,C,4/28/27 04:15:00,JFKMNL,17952,PR127,Ticketed,Business/C,C,1,1,3912$,3650$,Individual,40,Female,464,OTA
5/19/27,PH,PH,17437,Ticketed,B,B,Economy,MNLYVR,MNLYVR,MNLYVR,9/2/27,15,PR,PR116,9/2/27 08:00:00,22:45:00,Economy/B,9/2/27 08:00:00,MNLYVR,17437,PR116,Ticketed,Economy/B,B,9/2/27 08:00:00,MNLYVR,17437,PR116,Ticketed,Economy/B,B,1,1,1265$,1088$,Group,31,Female,465,OTA
12/27/26,PH,PH,17583,Ticketed,T,T,Economy,MNLORD,MNLSFO,MNLSFO,4/19/27,24,PR,PR104,4/19/27 18:15:00,4/20/27 06:45:00,Economy/T,4/19/27 18:15:00,MNLSFOORD,17583,PR104-AA1255,Ticketed,Economy/T,T,4/19/27 18:15:00,MNLSFO,17583,PR104,Ticketed,Economy/T,T,1,1,1138$,1094$,Individual,54,Male,466,Call Center
8/31/26,PH,PH,17849,Ticketed,K,K,Economy,MNLKOA,MNLHNL,MNLHNL,11/15/26,19,PR,PR100,11/15/26 10:30:00,20:00:00,Economy/K,11/15/26 10:30:00,MNLHNLKOA,17849,PR100-HA148,Ticketed,Economy/K,K,11/15/26 10:30:00,MNLHNL,17849,PR100,Ticketed,Economy/K,K,1,1,831$,782$,Individual,28,Male,467,Website
5/6/25,PH,PH,16527,Flown,M,M,Economy,CEBICN,CEBICN,CEBICN,7/17/25,22,PR,PR484,7/17/25 04:30:00,08:15:00,Economy/M,7/17/25 04:30:00,CEBICN,16527,PR484,Flown,Economy/M,M,7/17/25 04:30:00,CEBICN,16527,PR484,Flown,Economy/M,M,1,1,493$,454$,Individual,43,Female,468,Website
12/28/25,PH,PH,16559,Flown,E,E,Economy,CEBORD,CEBSFO,CEBMNL,5/3/26,8,2P,2P2812,5/3/26 18:00:00,5/4/26 05:30:00,Economy/E,5/3/26 18:00:00,CEBMNLSFOORD,16559,2P2812-PR104-AA1255,Flown,Economy/E,E,5/3/26 18:00:00,CEBMNLSFO,16559,2P2812-PR104,Flown,Economy/E,E,0,1,973$,899$,Group,11,Female,469,OTA
10/24/26,US,US,17987,Ticketed,L,L,Economy,SFOMNL,SFOMNL,SFOMNL,2/16/27,25,PR,PR105,2/16/27 18:45:00,2/17/27 07:00:00,Economy/L,2/16/27 18:45:00,SFOMNL,17987,PR105,Ticketed,Economy/L,L,2/16/27 18:45:00,SFOMNL,17987,PR105,Ticketed,Economy/L,L,1,1,1166$,1039$,Group,15,Male,470,Website
5/17/25,PH,PH,16930,Flown,M,M,Economy,MNLKIX,MNLKIX,MNLKIX,8/16/25,2,PR,PR412,8/16/25 10:30:00,14:30:00,Economy/M,8/16/25 10:30:00,MNLKIX,16930,PR412,Flown,Economy/M,M,8/16/25 10:30:00,MNLKIX,16930,PR412,Flown,Economy/M,M,1,1,292$,264$,Individual,34,Female,471,Ticket Office
12/12/24,PH,PH,17089,Ticketed,H,H,Economy,MNLDOH,MNLDOH,MNLDOH,1/25/25,15,PR,PR684,1/25/25 13:45:00,23:00:00,Economy/H,1/25/25 13:45:00,MNLDOH,17089,PR684,Ticketed,Economy/H,H,1/25/25 13:45:00,MNLDOH,17089,PR684,Ticketed,Economy/H,H,1,1,551$,472$,Individual,52,Female,472,Website
12/2/25,PH,PH,16776,Flown,Y,Y,Economy,MNLFUK,MNLHND,MNLHND,3/5/26,22,PR,PR422,3/5/26 20:00:00,22:15:00,Economy/Y,3/5/26 20:00:00,MNLHNDFUK,16776,PR422-NH243,Flown,Economy/Y,Y,3/5/26 20:00:00,MNLHND,16776,PR422,Flown,Economy/Y,Y,1,1,383$,361$,Group,43,Male,473,OTA
3/2/25,PH,PH,16833,Flown,B,B,Economy,MNLSIN,MNLSIN,MNLSIN,3/18/25,9,PR,PR507,3/18/25 15:15:00,17:45:00,Economy/B,3/18/25 15:15:00,MNLSIN,16833,PR507,Flown,Economy/B,B,3/18/25 15:15:00,MNLSIN,16833,PR507,Flown,Economy/B,B,1,1,398$,341$,Group,21,Male,474,Website
11/24/27,PH,PH,17389,Ticketed,T,T,Economy,CEBORD,CEBSFO,CEBMNL,12/25/27,24,2P,2P2812,12/25/27 08:45:00,22:45:00,Economy/T,12/25/27 08:45:00,CEBMNLSFOORD,17389,2P2812-PR104-AA1255,Ticketed,Economy/T,T,12/25/27 08:45:00,CEBMNLSFO,17389,2P2812-PR104,Ticketed,Economy/T,T,0,1,1334$,1222$,Individual,30,Female,475,GDS
12/13/27,PH,PH,17837,Ticketed,L,L,Economy,ILONRT,ILONRT,ILOMNL,12/18/27,15,2P,2P2836,12/18/27 18:45:00,21:45:00,Economy/L,12/18/27 18:45:00,ILOMNLNRT,17837,2P2836-PR428,Ticketed,Economy/L,L,12/18/27 18:45:00,ILOMNLNRT,17837,2P2836-PR428,Ticketed,Economy/L,L,0,1,210$,192$,Group,43,Male,476,Website
12/30/26,PH,PH,17440,Unticketed,Y,Y,Economy,MNLHNL,MNLHNL,MNLHNL,2/1/27,16,PR,PR100,2/1/27 20:30:00,2/2/27 04:15:00,Economy/Y,2/1/27 20:30:00,MNLHNL,17440,PR100,Unticketed,Economy/Y,Y,2/1/27 20:30:00,MNLHNL,17440,PR100,Unticketed,Economy/Y,Y,1,1,925$,821$,Group,40,Female,477,Website
2/6/26,PH,PH,16484,Flown,L,L,Economy,DVOSFO,DVOSFO,MNLSFO,7/6/26,5,PR,PR104,7/6/26 15:45:00,7/7/26 05:00:00,Economy/L,7/6/26 15:45:00,DVOMNLSFO,16484,2P2814-PR104,Flown,Economy/L,L,7/6/26 15:45:00,DVOMNLSFO,16484,2P2814-PR104,Flown,Economy/L,L,0,1,851$,743$,Individual,34,Male,478,Call Center
10/13/26,PH,PH,17451,Ticketed,N,N,Premium Economy,MNLYUL,MNLYVR,MNLYVR,11/16/26,23,PR,PR116,11/16/26 08:15:00,11/17/26 00:00:00,Premium Economy/N,11/16/26 08:15:00,MNLYVRYUL,17451,PR116-WS542,Ticketed,Premium Economy/N,N,11/16/26 08:15:00,MNLYVR,17451,PR116,Ticketed,Premium Economy/N,N,1,1,2240$,2066$,Individual,39,Male,479,Mobile App
3/11/27,PH,PH,17611,Ticketed,M,M,Economy,MNLLAX,MNLLAX,MNLLAX,7/30/27,11,PR,PR102,7/30/27 10:15:00,7/31/27 00:45:00,Economy/M,7/30/27 10:15:00,MNLLAX,17611,PR102,Ticketed,Economy/M,M,7/30/27 10:15:00,MNLLAX,17611,PR102,Ticketed,Economy/M,M,1,1,798$,708$,Individual,34,Female,480,Website
6/11/27,PH,PH,17333,Ticketed,Q,Q,Economy,MNLICN,MNLICN,MNLICN,10/6/27,7,PR,PR468,10/6/27 18:00:00,20:15:00,Economy/Q,10/6/27 18:00:00,MNLICN,17333,PR468,Ticketed,Economy/Q,Q,10/6/27 18:00:00,MNLICN,17333,PR468,Ticketed,Economy/Q,Q,1,1,341$,316$,Individual,49,Male,481,Mobile App
9/12/24,PH,PH,16503,Flown,V,V,Economy,MNLLAS,MNLLAX,MNLLAX,2/25/25,26,PR,PR102,2/25/25 04:00:00,18:30:00,Economy/V,2/25/25 04:00:00,MNLLAXLAS,16503,PR102-AA412,Flown,Economy/V,V,2/25/25 04:00:00,MNLLAX,16503,PR102,Flown,Economy/V,V,1,1,817$,761$,Group,29,Male,482,Website
8/29/27,PH,PH,18036,Ticketed,S,S,Economy,CEBORD,CEBSFO,MNLSFO,10/9/27,7,PR,PR104,10/9/27 05:30:00,16:30:00,Economy/S,10/9/27 05:30:00,CEBMNLSFOORD,18036,2P2812-PR104-AA1255,Ticketed,Economy/S,S,10/9/27 05:30:00,CEBMNLSFO,18036,2P2812-PR104,Ticketed,Economy/S,S,0,1,1329$,1168$,Individual,19,Male,483,OTA
7/21/25,US,US,16473,Flown,E,E,Economy,SFOMNL,SFOMNL,SFOMNL,8/17/25,2,PR,PR105,8/17/25 20:00:00,8/18/25 11:45:00,Economy/E,8/17/25 20:00:00,SFOMNL,16473,PR105,Flown,Economy/E,E,8/17/25 20:00:00,SFOMNL,16473,PR105,Flown,Economy/E,E,1,1,716$,680$,Individual,45,Male,484,Website
10/13/24,KR,KR,17233,Flown,E,E,Economy,ICNMNL,ICNMNL,ICNMNL,4/3/25,28,PR,PR467,4/3/25 10:15:00,15:00:00,Economy/E,4/3/25 10:15:00,ICNMNL,17233,PR467,Flown,Economy/E,E,4/3/25 10:15:00,ICNMNL,17233,PR467,Flown,Economy/E,E,1,1,540$,472$,Individual,23,Female,485,Website
12/1/25,PH,PH,16561,Flown,V,V,Economy,BCDSIN,BCDSIN,BCDMNL,12/15/25,13,2P,2P2842,12/15/25 10:45:00,12:45:00,Economy/V,12/15/25 10:45:00,BCDMNLSIN,16561,2P2842-PR507,Flown,Economy/V,V,12/15/25 10:45:00,BCDMNLSIN,16561,2P2842-PR507,Flown,Economy/V,V,0,1,535$,475$,Group,53,Male,486,Website
10/1/27,PH,PH,17790,Ticketed,D,D,Business,MNLPEN,MNLKUL,MNLKUL,12/10/27,2,PR,PR525,12/10/27 10:45:00,13:45:00,Business/D,12/10/27 10:45:00,MNLKULPEN,17790,PR525-MH1140,Ticketed,Business/D,D,12/10/27 10:45:00,MNLKUL,17790,PR525,Ticketed,Business/D,D,1,1,1473$,1271$,Individual,31,Male,487,Website
12/13/25,PH,PH,16543,Flown,K,K,Economy,CEBNRT,CEBNRT,CEBNRT,3/23/26,27,PR,PR434,3/23/26 13:45:00,18:00:00,Economy/K,3/23/26 13:45:00,CEBNRT,16543,PR434,Flown,Economy/K,K,3/23/26 13:45:00,CEBNRT,16543,PR434,Flown,Economy/K,K,1,1,489$,419$,Individual,40,Male,488,GDS
10/8/25,PH,PH,16668,Exchanged,L,L,Economy,MNLSUB,MNLCGK,MNLCGK,4/1/26,18,PR,PR535,4/1/26 13:30:00,17:30:00,Economy/L,4/1/26 13:30:00,MNLCGKSUB,16668,PR535-GA314,Exchanged,Economy/L,L,4/1/26 13:30:00,MNLCGK,16668,PR535,Exchanged,Economy/L,L,1,1,493$,457$,Individual,29,Male,489,Website
3/10/27,PH,PH,18107,Ticketed,T,T,Economy,MNLHND,MNLHND,MNLHND,8/4/27,24,PR,PR422,8/4/27 08:00:00,10:00:00,Economy/T,8/4/27 08:00:00,MNLHND,18107,PR422,Ticketed,Economy/T,T,8/4/27 08:00:00,MNLHND,18107,PR422,Ticketed,Economy/T,T,1,1,212$,186$,Group,64,Male,490,Website
9/5/25,US,US,17215,Flown,N,N,Premium Economy,DFWMNL,LAXMNL,LAXMNL,2/20/26,24,PR,PR103,2/20/26 20:45:00,2/21/26 13:00:00,Premium Economy/N,2/20/26 20:45:00,DFWLAXMNL,17215,PR103-AA2340,Flown,Premium Economy/N,N,2/20/26 20:45:00,LAXMNL,17215,PR103,Flown,Premium Economy/N,N,1,1,2078$,1777$,Group,12,Male,491,Website
1/26/27,US,US,17819,Ticketed,O,O,Economy,SFOMNL,SFOMNL,SFOMNL,2/2/27,24,PR,PR105,2/2/27 13:15:00,2/3/27 03:00:00,Economy/O,2/2/27 13:15:00,SFOMNL,17819,PR105,Ticketed,Economy/O,O,2/2/27 13:15:00,SFOMNL,17819,PR105,Ticketed,Economy/O,O,1,1,1229$,1105$,Group,61,Male,492,Ticket Office
7/26/25,PH,PH,17160,Flown,U,U,Economy,MNLAUS,MNLSFO,MNLSFO,11/6/25,18,PR,PR104,11/6/25 22:45:00,11/7/25 11:00:00,Economy/U,11/6/25 22:45:00,MNLSFOAUS,17160,PR104-B6652,Flown,Economy/U,U,11/6/25 22:45:00,MNLSFO,17160,PR104,Flown,Economy/U,U,1,1,955$,812$,Individual,35,Female,493,Website
10/5/27,PH,PH,17664,Ticketed,C,C,Business,MNLMIA,MNLLAX,MNLLAX,11/16/27,27,PR,PR112,11/16/27 15:30:00,11/17/27 08:15:00,Business/C,11/16/27 15:30:00,MNLLAXMIA,17664,PR112-AA1082,Ticketed,Business/C,C,11/16/27 15:30:00,MNLLAX,17664,PR112,Ticketed,Business/C,C,1,1,3176$,2840$,Individual,43,Male,494,Call Center
7/4/27,PH,PH,17343,Ticketed,T,T,Economy,MNLJFK,MNLJFK,MNLJFK,11/8/27,15,PR,PR126,11/8/27 01:45:00,15:30:00,Economy/T,11/8/27 01:45:00,MNLJFK,17343,PR126,Ticketed,Economy/T,T,11/8/27 01:45:00,MNLJFK,17343,PR126,Ticketed,Economy/T,T,1,1,1218$,1154$,Group,10,Female,495,OTA
12/26/26,PH,PH,17730,Unticketed,O,O,Economy,CEBBOS,CEBLAX,MNLLAX,1/15/27,16,PR,PR102,1/15/27 05:00:00,20:30:00,Economy/O,1/15/27 05:00:00,CEBMNLLAXBOS,17730,2P2812-PR102-B6888,Unticketed,Economy/O,O,1/15/27 05:00:00,CEBMNLLAX,17730,2P2812-PR102,Unticketed,Economy/O,O,0,1,1336$,1150$,Group,64,Female,496,Mobile App
1/18/27,PH,PH,17467,Ticketed,K,K,Economy,DVOSFO,DVOSFO,DVOMNL,5/2/27,28,2P,2P2814,5/2/27 15:00:00,5/3/27 05:15:00,Economy/K,5/2/27 15:00:00,DVOMNLSFO,17467,2P2814-PR104,Ticketed,Economy/K,K,5/2/27 15:00:00,DVOMNLSFO,17467,2P2814-PR104,Ticketed,Economy/K,K,0,1,1006$,882$,Individual,33,Male,497,Website
7/14/25,PH,PH,16857,Ticketed,U,U,Economy,MNLSEA,MNLSEA,MNLSEA,11/12/25,6,PR,PR124,11/12/25 18:30:00,11/13/25 06:15:00,Economy/U,11/12/25 18:30:00,MNLSEA,16857,PR124,Ticketed,Economy/U,U,11/12/25 18:30:00,MNLSEA,16857,PR124,Ticketed,Economy/U,U,1,1,1197$,1029$,Individual,51,Female,498,Website
10/7/25,PH,PH,17259,Flown,J,J,Business,MNLHNL,MNLHNL,MNLHNL,1/20/26,23,PR,PR100,1/20/26 10:45:00,17:30:00,Business/J,1/20/26 10:45:00,MNLHNL,17259,PR100,Flown,Business/J,J,1/20/26 10:45:00,MNLHNL,17259,PR100,Flown,Business/J,J,1,1,3394$,2963$,Individual,3,Male,499,Website
12/9/24,PH,PH,16606,Flown,C,C,Business,MNLOGG,MNLHNL,MNLHNL,2/3/25,4,PR,PR100,2/3/25 18:45:00,2/4/25 01:15:00,Business/C,2/3/25 18:45:00,MNLHNLOGG,16606,PR100-HA208,Flown,Business/C,C,2/3/25 18:45:00,MNLHNL,16606,PR100,Flown,Business/C,C,1,1,3496$,3204$,Group,25,Male,500,GDS
4/21/27,US,US,17961,Ticketed,Y,Y,Economy,BOSMNL,LAXMNL,LAXMNL,10/14/27,25,PR,PR103,10/14/27 20:15:00,10/15/27 08:15:00,Economy/Y,10/14/27 20:15:00,BOSLAXMNL,17961,PR103-B6887,Ticketed,Economy/Y,Y,10/14/27 20:15:00,LAXMNL,17961,PR103,Ticketed,Economy/Y,Y,1,1,948$,887$,Group,47,Female,501,Mobile App
7/31/25,SG,SG,16962,Flown,E,E,Economy,SINMNL,SINMNL,SINMNL,9/16/25,21,PR,PR508,9/16/25 22:00:00,9/17/25 02:45:00,Economy/E,9/16/25 22:00:00,SINMNL,16962,PR508,Flown,Economy/E,E,9/16/25 22:00:00,SINMNL,16962,PR508,Flown,Economy/E,E,1,1,484$,461$,Individual,46,Female,502,OTA
2/23/27,PH,PH,17370,Ticketed,X,X,Economy,CEBORD,CEBSFO,CEBMNL,7/16/27,23,2P,2P2812,7/16/27 10:15:00,7/17/27 02:15:00,Economy/X,7/16/27 10:15:00,CEBMNLSFOORD,17370,2P2812-PR104-AA1255,Ticketed,Economy/X,X,7/16/27 10:15:00,CEBMNLSFO,17370,2P2812-PR104,Ticketed,Economy/X,X,0,1,1264$,1098$,Group,2,Male,503,GDS
4/29/27,PH,PH,17710,Ticketed,O,O,Economy,MNLMCO,MNLJFK,MNLJFK,8/24/27,1,PR,PR126,8/24/27 18:00:00,8/25/27 07:00:00,Economy/O,8/24/27 18:00:00,MNLJFKMCO,17710,PR126-B6181,Ticketed,Economy/O,O,8/24/27 18:00:00,MNLJFK,17710,PR126,Ticketed,Economy/O,O,1,1,920$,879$,Individual,45,Male,504,Website
2/8/27,PH,PH,17803,Ticketed,H,H,Economy,CEBLAX,CEBLAX,CEBMNL,8/2/27,29,2P,2P2812,8/2/27 15:00:00,8/3/27 07:45:00,Economy/H,8/2/27 15:00:00,CEBMNLLAX,17803,2P2812-PR102,Ticketed,Economy/H,H,8/2/27 15:00:00,CEBMNLLAX,17803,2P2812-PR102,Ticketed,Economy/H,H,0,1,732$,675$,Group,40,Female,505,OTA
12/27/26,PH,PH,17320,Ticketed,U,U,Economy,CEBSFO,CEBSFO,CEBMNL,3/18/27,30,2P,2P2812,3/18/27 13:45:00,3/19/27 06:00:00,Economy/U,3/18/27 13:45:00,CEBMNLSFO,17320,2P2812-PR104,Ticketed,Economy/U,U,3/18/27 13:45:00,CEBMNLSFO,17320,2P2812-PR104,Ticketed,Economy/U,U,0,1,840$,797$,Individual,25,Female,506,Website
